"alphaCount","category","coverage","dataset","dateCoverage","dateCreated","delay","description","id","pyramidMultiplier","region","subcategory","themes","type","universe","userCount"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Total number of semantic chunks in the Answers section of the conference call (per stock-date event)","answer_chunk_count","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","MATRIX","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Negative probability score for asset utilization statements in the chunk","assetutilization_negative_score","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Neutral probability score for asset utilization statements in the chunk","assetutilization_neutral_score","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Positive probability score for asset utilization statements in the chunk","assetutilization_positive_score","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Signed net sentiment polarity for asset utilization in the chunk (approximately −1 to +1)","assetutilization_sentiment_polarity","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Negative probability score for cash flow statements in the chunk","cashflow_negative_score","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Neutral probability score for cash flow statements in the chunk","cashflow_neutral_score","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Positive probability score for cash flow statements in the chunk","cashflow_positive_score","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Signed net sentiment polarity for cash flow in the chunk (approximately −1 to +1)","cashflow_sentiment_polarity","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Indicator if the chunk relevance z-score is above 0 (1 if above, 0 otherwise)","chunk_relevance_z0_flag","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
"0","{""id"":""other"",""name"":""Other""}","0","{""id"":""earningscall_sentiment"",""name"":""Multi Aspect Earnings Call Sentiment""}","1","2026-07-01","1","Indicator if the chunk relevance z-score is above 1 (1 if above, 0 otherwise)","chunk_relevance_z1_flag","2","GBR","{""id"":""other-aiml-data"",""name"":""AI/ML Data""}","[]","VECTOR","TOP700","0"
