"alphaCount","category","coverage","dataset","dateCoverage","dateCreated","delay","description","id","pyramidMultiplier","region","subcategory","themes","type","universe","userCount"
"0","{""id"":""model"",""name"":""Model""}","0.6104","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Normalized (0–100) float value for the stock’s Smart Holdings score within its country","country_relative_investment_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
"0","{""id"":""model"",""name"":""Model""}","0.6108","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Normalized (float, 0–100) global rank of the Change Component, representing recent changes (momentum) in ownership signals for the stock globally","global_change_in_preference_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
"0","{""id"":""model"",""name"":""Model""}","0.611","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Normalized (0–100) float percentile rank of the stock’s Smart Holdings score globally. Higher value = higher likelihood of institutional ownership worldwide","global_institutional_preference_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
"0","{""id"":""model"",""name"":""Model""}","0.611","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Normalized (0–100) float value measuring global peer crowding/risk, where higher values indicate higher global institutional ownership. This is a reversal score: high = high crowding risk","global_peer_investment_concentration_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
"0","{""id"":""model"",""name"":""Model""}","0.611","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Normalized (0–100) float value indicating the stock's style-fit or screening component, globally, adjusted for peer characteristics. Higher values suggest stronger global style fit","global_screening_factor_alignment_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
"0","{""id"":""model"",""name"":""Model""}","0.6058","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Normalized (0–100) float value representing the stock’s Smart Holdings score within its industry","industry_relative_investment_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
"0","{""id"":""model"",""name"":""Model""}","1","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Country rank (1–100) of Smart Holdings score. Higher rank = higher likelihood of institutional ownership within that country","mdl238_country_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
"0","{""id"":""model"",""name"":""Model""}","1","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Global rank (1–100) for the momentum or recent change component, representing the degree of recent increase in institutional ownership likelihood compared to global peers","mdl238_global_change_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
"0","{""id"":""model"",""name"":""Model""}","1","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Global rank (1–100) of peer crowding/capacity risk. 100 = highest global institutional ownership (most crowded), 1 = lowest. Indicates liquidity/capacity risk from peer positions","mdl238_global_owner_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
"0","{""id"":""model"",""name"":""Model""}","1","{""id"":""model238"",""name"":""SmartHoldings Model""}","1","2026-07-01","1","Global rank (1–100) of Smart Holdings model score. Higher ranks imply greater probability of global institutional ownership","mdl238_global_rank","2","GBR","{""id"":""model-estimates-models"",""name"":""Estimates Models""}","[]","MATRIX","TOP700","0"
