"alphaCount","category","coverage","dataset","dateCoverage","dateCreated","delay","description","id","pyramidMultiplier","region","subcategory","themes","type","universe","userCount"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","Product or tradename associated with the company.","company_product_tradename","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","VECTOR","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","Flattened list of related company identifiers/indices; pair with relation_offsets to reconstruct each company’s relation list (decode via current date’s companyIx)","company_relationship_type","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","VECTOR","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","grouping fields for top800","pv13_22_800_sector","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","GROUP","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","grouping fields","pv13_5_sector","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","GROUP","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","PageRank score of a company within the Revere competitor network (point-in-time)","pv13_com_page_rank","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","HITS authority score of a company within the Revere competitor network (point-in-time)","pv13_com_rk_au","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","Industry sector code (micro-sector identifier) for the America region in the Revere hierarchy_min2 module; decode the integer using the module’s date-specific sectorIx codebook to obtain the sector label","pv13_h_min2_sector","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","GROUP","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","RBICS Level 1 sector code for the company on each date; decode using this module’s date-specific RBICS_L1 codebook to get the sector name","pv13_new_1l_scibr","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","GROUP","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","RBICS Level 2 industry group code for the security as of the date; decode with the module’s date-specific RBICS_L2 codebook to get the industry group name","pv13_new_2l_scibr","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","GROUP","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","RBICS Level 3 industry subgroup code for the security as of the date; decode with the module’s date-specific RBICS_L3 codebook to get the subgroup name","pv13_new_3l_scibr","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","GROUP","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","RBICS Level 4 industry classification code for the company on the given date; decode using the module’s date-specific RBICS_L4 index to get the name","pv13_new_4l_scibr","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","GROUP","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","RBICS Level 5 industry classification code for the company on the given date; decode using the module’s date-specific RBICS_L5 index to get the name","pv13_new_5l_scibr","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","GROUP","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","RBICS Level 6 (most granular) industry classification code for the security as of the date; decode with the module’s date-specific RBICS_L6 codebook to get the sector name","pv13_new_6l_scibr","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","GROUP","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","HITS hub score of a company within the Revere competitor network (point-in-time)","pv13_ompetitorgraphrank_hub_rank","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","City or locality of the company’s address","pv13_revere_city","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","Country code","pv13_revere_country","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","Company market capitalization","pv13_revere_index_cap","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","Value of specified index for the date","pv13_revere_index_value","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","Number of key focus sectors for the company","pv13_revere_key_sector_total","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","Number of terminal sectors for the company","pv13_revere_term_sector_total","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","Postal or ZIP code of the company’s address","pv13_revere_zipcode","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
"0","{""id"":""pv"",""name"":""Price Volume""}","0","{""id"":""pv13"",""name"":""Relationship Data for Equity""}","1","2026-07-01","1","HITS authority score of customers in the Revere customer relationship network (D1, point-in-time)","pv13_ustomergraphrank_auth_rank","2","DEU","{""id"":""pv-relationship"",""name"":""Relationship""}","[]","MATRIX","TOP500","0"
